Match Number,Article Number,Mention Id,Mention Text,Linked Balls,sub_entity,label_detailed
26,505508,m43,"the batting Powerplay, taken in the 41st over","1:40.1.0,1:40.2.0,1:40.3.0,1:40.4.0,1:40.5.0,1:40.6.0,1:41.1.0,1:41.2.0,1:41.3.0,1:41.4.0,1:41.5.0,1:41.6.0,1:42.1.0,1:42.1.1,1:42.2.0,1:42.3.0,1:42.4.0,1:42.5.0,1:42.6.0,1:43.1.0,1:43.2.0,1:43.3.0,1:43.4.0,1:43.5.0,1:43.6.0,1:44.1.0,1:44.2.0,1:44.3.0,1:44.4.0,1:44.5.0,1:44.6.0,",POWERPLAY,"POWERPLAY(INNINGS1,3)"
26,505508,m44,"Tharanga holed out to deep cover, bringing Zimbabwe some relief",1:44.4.0,OUT,OUT(Tharanga)
26,505508,m45,"Dilshan followed in the next over, leaving the finishing touches to his well-rested team-mates.",1:45.4.0,OUT,OUT(Dilshan)
26,505508,m46,"Using Malinga's pace, Taylor flicked a low full toss to the backward square-leg boundary",2:0.5.0,FOUR,2:0.5.0
26,505508,m47,pushed a wide one through covers,2:4.3.0,FOUR,2:4.3.0
26,505508,m48,chipped a short one over Kumar Sangakkara's head,2:4.5.0,FOUR,2:4.5.0
26,505508,m49,Taylor got to his fifty off 39 balls and carried on batting aggressively.,2:13.2.0,BALL,"BALL(BRM Taylor, SCORE, 50, ?)"
26,505508,m50,Muttiah Muralitharan came on only in the 16th over,"2:15.1.0,2:15.2.0,2:15.3.0,2:15.4.0,2:15.5.0,2:15.6.0,",OVERS,OVERS(2:16)
26,505508,m51,the bowling Powerplay,"2:0.1.0,2:0.2.0,2:0.3.0,2:0.3.1,2:0.4.0,2:0.5.0,2:0.6.0,2:1.1.0,2:1.2.0,2:1.3.0,2:1.4.0,2:1.5.0,2:1.6.0,2:2.1.0,2:2.2.0,2:2.3.0,2:2.4.0,2:2.5.0,2:2.5.1,2:2.6.0,2:3.1.0,2:3.2.0,2:3.3.0,2:3.4.0,2:3.5.0,2:3.6.0,2:4.1.0,2:4.1.1,2:4.2.0,2:4.3.0,2:4.4.0,2:4.5.0,2:4.6.0,2:5.1.0,2:5.2.0,2:5.3.0,2:5.4.0,2:5.5.0,2:5.6.0,2:6.1.0,2:6.2.0,2:6.3.0,2:6.4.0,2:6.5.0,2:6.6.0,2:7.1.0,2:7.2.0,2:7.3.0,2:7.4.0,2:7.5.0,2:7.6.0,2:8.1.0,2:8.2.0,2:8.3.0,2:8.4.0,2:8.5.0,2:8.6.0,2:9.1.0,2:9.2.0,2:9.3.0,2:9.4.0,2:9.5.0,2:9.6.0,",POWERPLAY,"POWERPLAY(INNINGS2, 1)"
26,505508,m52,"in the 20th he spun a doosra on to Regis Chakabva's off stump, ending the opening stand on 116",2:19.5.0,OUT,OUT(Regis Chakabva)
26,505508,m53,"He didn't get away with edging Angelo Mathew though, and Sangakkara dived to his right to take the catch inches off the ground.",2:22.1.0,OUT,OUT(Tatenda Taibu)
26,505508,m54,Those two wickets,"2:19.5.0,2:22.1.0,",WICKETS,OUT(Regis) UNION OUT(Taibu)
26,505508,m55,Taylor's dismissal,2:24.1.0,OUT,OUT(BRM Taylor)
26,505508,m56,"On 80, he chipped a slower ball from Angelo Mathews straight to midwicket",2:24.1.0,OUT,OUT(BRM Taylor)
26,505508,m57,"Dilshan returned to torment Zimbabwe, picking up four batsmen - his finishing touches on a terrific game.","2:27.3.0,2:29.3.0,2:29.4.0,2:37.4.0,",WICKETS,WICKETS(Dilshan)
26,505508,m58,"And Murali, playing his final ODI in front of his home crowd, took the final wicket.",2:38.6.0,OUT,OUT(Mpofu)
26,505525,m1,"Regis Chakabva moved up to open with Brendan Taylor. For one ball short of 20 overs, in contrasting fashion, the pair took on Sri Lanka, and even rattled them a little.","2:0.1.0,2:0.2.0,2:0.3.0,2:0.3.1,2:0.4.0,2:0.5.0,2:0.6.0,2:1.1.0,2:1.2.0,2:1.3.0,2:1.4.0,2:1.5.0,2:1.6.0,2:2.1.0,2:2.2.0,2:2.3.0,2:2.4.0,2:2.5.0,2:2.5.1,2:2.6.0,2:3.1.0,2:3.2.0,2:3.3.0,2:3.4.0,2:3.5.0,2:3.6.0,2:4.1.0,2:4.1.1,2:4.2.0,2:4.3.0,2:4.4.0,2:4.5.0,2:4.6.0,2:5.1.0,2:5.2.0,2:5.3.0,2:5.4.0,2:5.5.0,2:5.6.0,2:6.1.0,2:6.2.0,2:6.3.0,2:6.4.0,2:6.5.0,2:6.6.0,2:7.1.0,2:7.2.0,2:7.3.0,2:7.4.0,2:7.5.0,2:7.6.0,2:8.1.0,2:8.2.0,2:8.3.0,2:8.4.0,2:8.5.0,2:8.6.0,2:9.1.0,2:9.2.0,2:9.3.0,2:9.4.0,2:9.5.0,2:9.6.0,2:10.1.0,2:10.2.0,2:10.3.0,2:10.4.0,2:10.5.0,2:10.6.0,2:11.1.0,2:11.2.0,2:11.3.0,2:11.4.0,2:11.5.0,2:11.6.0,2:12.1.0,2:12.2.0,2:12.3.0,2:12.4.0,2:12.5.0,2:12.6.0,2:13.1.0,2:13.2.0,2:13.3.0,2:13.4.0,2:13.5.0,2:13.6.0,2:14.1.0,2:14.2.0,2:14.3.0,2:14.4.0,2:14.4.1,2:14.5.0,2:14.6.0,2:15.1.0,2:15.2.0,2:15.3.0,2:15.4.0,2:15.5.0,2:15.6.0,2:16.1.0,2:16.2.0,2:16.3.0,2:16.4.0,2:16.5.0,2:16.6.0,2:17.1.0,2:17.2.0,2:17.3.0,2:17.4.0,2:17.5.0,2:17.6.0,2:18.1.0,2:18.2.0,2:18.3.0,2:18.4.0,2:18.5.0,2:18.6.0,2:19.1.0,2:19.2.0,2:19.3.0,2:19.4.0,",PARTNERSHIP,"PARTNERSHIP(Regis, BRM Taylor)"
26,505525,m2,once the first fell,2:19.5.0,OUT,OUT(Chakabva)
26,505525,m3,ten wickets for 72 in only 19 overs.,"2:19.5.0,2:22.1.0,2:24.1.0,2:27.3.0,2:29.3.0,2:29.4.0,2:31.5.0,2:36.5.0,2:37.4.0,2:38.6.0,",WICKETS,WICKETS(INNINGS2)
26,505525,m4,putting on a hundred partnership is a positive for the team,"2:0.1.0,2:0.2.0,2:0.3.0,2:0.3.1,2:0.4.0,2:0.5.0,2:0.6.0,2:1.1.0,2:1.2.0,2:1.3.0,2:1.4.0,2:1.5.0,2:1.6.0,2:2.1.0,2:2.2.0,2:2.3.0,2:2.4.0,2:2.5.0,2:2.5.1,2:2.6.0,2:3.1.0,2:3.2.0,2:3.3.0,2:3.4.0,2:3.5.0,2:3.6.0,2:4.1.0,2:4.1.1,2:4.2.0,2:4.3.0,2:4.4.0,2:4.5.0,2:4.6.0,2:5.1.0,2:5.2.0,2:5.3.0,2:5.4.0,2:5.5.0,2:5.6.0,2:6.1.0,2:6.2.0,2:6.3.0,2:6.4.0,2:6.5.0,2:6.6.0,2:7.1.0,2:7.2.0,2:7.3.0,2:7.4.0,2:7.5.0,2:7.6.0,2:8.1.0,2:8.2.0,2:8.3.0,2:8.4.0,2:8.5.0,2:8.6.0,2:9.1.0,2:9.2.0,2:9.3.0,2:9.4.0,2:9.5.0,2:9.6.0,2:10.1.0,2:10.2.0,2:10.3.0,2:10.4.0,2:10.5.0,2:10.6.0,2:11.1.0,2:11.2.0,2:11.3.0,2:11.4.0,2:11.5.0,2:11.6.0,2:12.1.0,2:12.2.0,2:12.3.0,2:12.4.0,2:12.5.0,2:12.6.0,2:13.1.0,2:13.2.0,2:13.3.0,2:13.4.0,2:13.5.0,2:13.6.0,2:14.1.0,2:14.2.0,2:14.3.0,2:14.4.0,2:14.4.1,2:14.5.0,2:14.6.0,2:15.1.0,2:15.2.0,2:15.3.0,2:15.4.0,2:15.5.0,2:15.6.0,2:16.1.0,2:16.2.0,2:16.3.0,2:16.4.0,2:16.5.0,2:16.6.0,2:17.1.0,2:17.2.0,2:17.3.0,2:17.4.0,2:17.5.0,2:17.6.0,2:18.1.0,2:18.2.0,2:18.3.0,2:18.4.0,2:18.5.0,2:18.6.0,2:19.1.0,2:19.2.0,2:19.3.0,2:19.4.0,",PARTNERSHIP,"PARTNERSHIP(Regis, BRM Taylor)"
26,505525,m5,that first partnership,"2:0.1.0,2:0.2.0,2:0.3.0,2:0.3.1,2:0.4.0,2:0.5.0,2:0.6.0,2:1.1.0,2:1.2.0,2:1.3.0,2:1.4.0,2:1.5.0,2:1.6.0,2:2.1.0,2:2.2.0,2:2.3.0,2:2.4.0,2:2.5.0,2:2.5.1,2:2.6.0,2:3.1.0,2:3.2.0,2:3.3.0,2:3.4.0,2:3.5.0,2:3.6.0,2:4.1.0,2:4.1.1,2:4.2.0,2:4.3.0,2:4.4.0,2:4.5.0,2:4.6.0,2:5.1.0,2:5.2.0,2:5.3.0,2:5.4.0,2:5.5.0,2:5.6.0,2:6.1.0,2:6.2.0,2:6.3.0,2:6.4.0,2:6.5.0,2:6.6.0,2:7.1.0,2:7.2.0,2:7.3.0,2:7.4.0,2:7.5.0,2:7.6.0,2:8.1.0,2:8.2.0,2:8.3.0,2:8.4.0,2:8.5.0,2:8.6.0,2:9.1.0,2:9.2.0,2:9.3.0,2:9.4.0,2:9.5.0,2:9.6.0,2:10.1.0,2:10.2.0,2:10.3.0,2:10.4.0,2:10.5.0,2:10.6.0,2:11.1.0,2:11.2.0,2:11.3.0,2:11.4.0,2:11.5.0,2:11.6.0,2:12.1.0,2:12.2.0,2:12.3.0,2:12.4.0,2:12.5.0,2:12.6.0,2:13.1.0,2:13.2.0,2:13.3.0,2:13.4.0,2:13.5.0,2:13.6.0,2:14.1.0,2:14.2.0,2:14.3.0,2:14.4.0,2:14.4.1,2:14.5.0,2:14.6.0,2:15.1.0,2:15.2.0,2:15.3.0,2:15.4.0,2:15.5.0,2:15.6.0,2:16.1.0,2:16.2.0,2:16.3.0,2:16.4.0,2:16.5.0,2:16.6.0,2:17.1.0,2:17.2.0,2:17.3.0,2:17.4.0,2:17.5.0,2:17.6.0,2:18.1.0,2:18.2.0,2:18.3.0,2:18.4.0,2:18.5.0,2:18.6.0,2:19.1.0,2:19.2.0,2:19.3.0,2:19.4.0,",PARTNERSHIP,"PARTNERSHIP(Regis, BRM Taylor)"
26,505525,m6,For those 20 overs,"2:0.1.0,2:0.2.0,2:0.3.0,2:0.3.1,2:0.4.0,2:0.5.0,2:0.6.0,2:1.1.0,2:1.2.0,2:1.3.0,2:1.4.0,2:1.5.0,2:1.6.0,2:2.1.0,2:2.2.0,2:2.3.0,2:2.4.0,2:2.5.0,2:2.5.1,2:2.6.0,2:3.1.0,2:3.2.0,2:3.3.0,2:3.4.0,2:3.5.0,2:3.6.0,2:4.1.0,2:4.1.1,2:4.2.0,2:4.3.0,2:4.4.0,2:4.5.0,2:4.6.0,2:5.1.0,2:5.2.0,2:5.3.0,2:5.4.0,2:5.5.0,2:5.6.0,2:6.1.0,2:6.2.0,2:6.3.0,2:6.4.0,2:6.5.0,2:6.6.0,2:7.1.0,2:7.2.0,2:7.3.0,2:7.4.0,2:7.5.0,2:7.6.0,2:8.1.0,2:8.2.0,2:8.3.0,2:8.4.0,2:8.5.0,2:8.6.0,2:9.1.0,2:9.2.0,2:9.3.0,2:9.4.0,2:9.5.0,2:9.6.0,2:10.1.0,2:10.2.0,2:10.3.0,2:10.4.0,2:10.5.0,2:10.6.0,2:11.1.0,2:11.2.0,2:11.3.0,2:11.4.0,2:11.5.0,2:11.6.0,2:12.1.0,2:12.2.0,2:12.3.0,2:12.4.0,2:12.5.0,2:12.6.0,2:13.1.0,2:13.2.0,2:13.3.0,2:13.4.0,2:13.5.0,2:13.6.0,2:14.1.0,2:14.2.0,2:14.3.0,2:14.4.0,2:14.4.1,2:14.5.0,2:14.6.0,2:15.1.0,2:15.2.0,2:15.3.0,2:15.4.0,2:15.5.0,2:15.6.0,2:16.1.0,2:16.2.0,2:16.3.0,2:16.4.0,2:16.5.0,2:16.6.0,2:17.1.0,2:17.2.0,2:17.3.0,2:17.4.0,2:17.5.0,2:17.6.0,2:18.1.0,2:18.2.0,2:18.3.0,2:18.4.0,2:18.5.0,2:18.6.0,2:19.1.0,2:19.2.0,2:19.3.0,2:19.4.0,2:19.5.0,2:19.6.0,",OVERS,OVERS(2:1TO2:20)
26,505525,m7,the last five of Sri Lanka's innings,"1:45.1.0,1:45.2.0,1:45.3.0,1:45.4.0,1:45.5.0,1:45.6.0,1:46.1.0,1:46.2.0,1:46.3.0,1:46.4.0,1:46.4.1,1:46.5.0,1:46.6.0,1:47.1.0,1:47.2.0,1:47.3.0,1:47.3.1,1:47.4.0,1:47.4.1,1:47.5.0,1:47.6.0,1:48.1.0,1:48.2.0,1:48.3.0,1:48.4.0,1:48.4.1,1:48.5.0,1:48.6.0,1:49.1.0,1:49.2.0,1:49.3.0,1:49.4.0,1:49.5.0,1:49.6.0,",OVERS,-5TO-1 OVERS of OVERS(INNINGS1)
26,505525,m8,"Chris Mpofu dismissed a tiring, flailing Upul Tharanga in the 45th over",1:44.4.0,OUT,OUT(Tharanga)
26,505525,m9,Dilshan and Tharanga both batted pretty well,"1:0.1.0,1:0.2.0,1:0.3.0,1:0.4.0,1:0.5.0,1:0.6.0,1:1.1.0,1:1.2.0,1:1.3.0,1:1.4.0,1:1.5.0,1:1.6.0,1:2.1.0,1:2.2.0,1:2.3.0,1:2.4.0,1:2.5.0,1:2.6.0,1:3.1.0,1:3.2.0,1:3.3.0,1:3.4.0,1:3.5.0,1:3.6.0,1:4.1.0,1:4.2.0,1:4.3.0,1:4.4.0,1:4.5.0,1:4.6.0,1:5.1.0,1:5.2.0,1:5.3.0,1:5.4.0,1:5.5.0,1:5.6.0,1:6.1.0,1:6.2.0,1:6.3.0,1:6.4.0,1:6.4.1,1:6.5.0,1:6.6.0,1:7.1.0,1:7.2.0,1:7.3.0,1:7.4.0,1:7.5.0,1:7.6.0,1:7.6.1,1:8.1.0,1:8.2.0,1:8.3.0,1:8.4.0,1:8.5.0,1:8.6.0,1:9.1.0,1:9.2.0,1:9.3.0,1:9.4.0,1:9.5.0,1:9.6.0,1:10.1.0,1:10.2.0,1:10.3.0,1:10.4.0,1:10.5.0,1:10.6.0,1:11.1.0,1:11.2.0,1:11.3.0,1:11.4.0,1:11.5.0,1:11.6.0,1:12.1.0,1:12.2.0,1:12.3.0,1:12.4.0,1:12.5.0,1:12.6.0,1:13.1.0,1:13.2.0,1:13.3.0,1:13.4.0,1:13.5.0,1:13.6.0,1:14.1.0,1:14.2.0,1:14.3.0,1:14.4.0,1:14.5.0,1:14.6.0,1:15.1.0,1:15.2.0,1:15.3.0,1:15.4.0,1:15.5.0,1:15.6.0,1:16.1.0,1:16.2.0,1:16.3.0,1:16.4.0,1:16.5.0,1:16.6.0,1:17.1.0,1:17.2.0,1:17.3.0,1:17.4.0,1:17.5.0,1:17.6.0,1:18.1.0,1:18.2.0,1:18.3.0,1:18.4.0,1:18.5.0,1:18.6.0,1:19.1.0,1:19.2.0,1:19.3.0,1:19.4.0,1:19.5.0,1:19.6.0,1:20.1.0,1:20.2.0,1:20.3.0,1:20.4.0,1:20.5.0,1:20.6.0,1:20.6.1,1:21.1.0,1:21.2.0,1:21.3.0,1:21.4.0,1:21.5.0,1:21.6.0,1:22.1.0,1:22.2.0,1:22.3.0,1:22.4.0,1:22.5.0,1:22.6.0,1:23.1.0,1:23.2.0,1:23.3.0,1:23.4.0,1:23.5.0,1:23.6.0,1:24.1.0,1:24.2.0,1:24.3.0,1:24.4.0,1:24.5.0,1:24.6.0,1:25.1.0,1:25.2.0,1:25.3.0,1:25.4.0,1:25.5.0,1:25.6.0,1:26.1.0,1:26.2.0,1:26.3.0,1:26.4.0,1:26.5.0,1:26.6.0,1:27.1.0,1:27.2.0,1:27.3.0,1:27.4.0,1:27.5.0,1:27.6.0,1:28.1.0,1:28.2.0,1:28.3.0,1:28.4.0,1:28.5.0,1:28.6.0,1:29.1.0,1:29.2.0,1:29.3.0,1:29.4.0,1:29.5.0,1:29.6.0,1:30.1.0,1:30.2.0,1:30.3.0,1:30.4.0,1:30.5.0,1:30.6.0,1:31.1.0,1:31.2.0,1:31.3.0,1:31.4.0,1:31.5.0,1:31.6.0,1:31.6.1,1:32.1.0,1:32.2.0,1:32.3.0,1:32.4.0,1:32.5.0,1:32.6.0,1:33.1.0,1:33.2.0,1:33.3.0,1:33.4.0,1:33.5.0,1:33.5.1,1:33.6.0,1:34.1.0,1:34.2.0,1:34.3.0,1:34.4.0,1:34.5.0,1:34.6.0,1:35.1.0,1:35.2.0,1:35.3.0,1:35.4.0,1:35.5.0,1:35.6.0,1:36.1.0,1:36.2.0,1:36.3.0,1:36.4.0,1:36.5.0,1:36.6.0,1:37.1.0,1:37.2.0,1:37.3.0,1:37.4.0,1:37.5.0,1:37.6.0,1:38.1.0,1:38.2.0,1:38.3.0,1:38.4.0,1:38.5.0,1:38.6.0,1:39.1.0,1:39.2.0,1:39.3.0,1:39.4.0,1:39.5.0,1:39.6.0,1:40.1.0,1:40.2.0,1:40.3.0,1:40.4.0,1:40.5.0,1:40.6.0,1:41.1.0,1:41.2.0,1:41.3.0,1:41.4.0,1:41.5.0,1:41.6.0,1:42.1.0,1:42.1.1,1:42.2.0,1:42.3.0,1:42.4.0,1:42.5.0,1:42.6.0,1:43.1.0,1:43.2.0,1:43.3.0,1:43.4.0,1:43.5.0,1:43.6.0,1:44.1.0,1:44.2.0,1:44.3.0,1:44.4.0,",PARTNERSHIP,"PARTNERSHIP(Dilshan, Tharanga)"
26,505525,m10,for the first 20 overs our opening batsmen played really well,"2:0.1.0,2:0.2.0,2:0.3.0,2:0.3.1,2:0.4.0,2:0.5.0,2:0.6.0,2:1.1.0,2:1.2.0,2:1.3.0,2:1.4.0,2:1.5.0,2:1.6.0,2:2.1.0,2:2.2.0,2:2.3.0,2:2.4.0,2:2.5.0,2:2.5.1,2:2.6.0,2:3.1.0,2:3.2.0,2:3.3.0,2:3.4.0,2:3.5.0,2:3.6.0,2:4.1.0,2:4.1.1,2:4.2.0,2:4.3.0,2:4.4.0,2:4.5.0,2:4.6.0,2:5.1.0,2:5.2.0,2:5.3.0,2:5.4.0,2:5.5.0,2:5.6.0,2:6.1.0,2:6.2.0,2:6.3.0,2:6.4.0,2:6.5.0,2:6.6.0,2:7.1.0,2:7.2.0,2:7.3.0,2:7.4.0,2:7.5.0,2:7.6.0,2:8.1.0,2:8.2.0,2:8.3.0,2:8.4.0,2:8.5.0,2:8.6.0,2:9.1.0,2:9.2.0,2:9.3.0,2:9.4.0,2:9.5.0,2:9.6.0,2:10.1.0,2:10.2.0,2:10.3.0,2:10.4.0,2:10.5.0,2:10.6.0,2:11.1.0,2:11.2.0,2:11.3.0,2:11.4.0,2:11.5.0,2:11.6.0,2:12.1.0,2:12.2.0,2:12.3.0,2:12.4.0,2:12.5.0,2:12.6.0,2:13.1.0,2:13.2.0,2:13.3.0,2:13.4.0,2:13.5.0,2:13.6.0,2:14.1.0,2:14.2.0,2:14.3.0,2:14.4.0,2:14.4.1,2:14.5.0,2:14.6.0,2:15.1.0,2:15.2.0,2:15.3.0,2:15.4.0,2:15.5.0,2:15.6.0,2:16.1.0,2:16.2.0,2:16.3.0,2:16.4.0,2:16.5.0,2:16.6.0,2:17.1.0,2:17.2.0,2:17.3.0,2:17.4.0,2:17.5.0,2:17.6.0,2:18.1.0,2:18.2.0,2:18.3.0,2:18.4.0,2:18.5.0,2:18.6.0,2:19.1.0,2:19.2.0,2:19.3.0,2:19.4.0,",PARTNERSHIP,"PARTNERSHIP(Regis, BRM Taylor)"
26,505525,m11,A 139-run defeat,2:38.6.0,LASTBALL,LASTBALL(Match)
26,505528,m1,he scored a century,1:30.3.0,BALL,"BALL(Dilshan, SCORE, 100, ?)"
26,505528,m2,took four wickets,"2:27.3.0,2:29.3.0,2:29.4.0,2:37.4.0,",WICKETS,WICKETS(Dilshan)
26,505528,m3,a win over Zimbabwe,2:38.6.0,LASTBALL,LASTBALL(Match)
26,505528,m4,Dilshan recognised the importance of him having gone on to score 144,"1:0.6.0,1:1.1.0,1:1.2.0,1:1.3.0,1:1.4.0,1:1.5.0,1:1.6.0,1:2.4.0,1:2.5.0,1:2.6.0,1:3.3.0,1:4.1.0,1:4.2.0,1:4.4.0,1:4.5.0,1:4.6.0,1:5.6.0,1:6.3.0,1:6.4.0,1:6.4.1,1:6.5.0,1:6.6.0,1:7.2.0,1:8.2.0,1:8.3.0,1:8.4.0,1:8.5.0,1:9.1.0,1:10.1.0,1:10.3.0,1:10.4.0,1:10.5.0,1:10.6.0,1:11.1.0,1:11.2.0,1:11.5.0,1:13.1.0,1:13.6.0,1:14.1.0,1:14.2.0,1:14.3.0,1:14.4.0,1:14.5.0,1:14.6.0,1:15.1.0,1:15.2.0,1:15.3.0,1:15.4.0,1:15.5.0,1:15.6.0,1:16.1.0,1:16.2.0,1:16.6.0,1:17.1.0,1:17.2.0,1:17.6.0,1:18.1.0,1:18.2.0,1:18.3.0,1:18.4.0,1:19.2.0,1:19.3.0,1:20.3.0,1:20.5.0,1:21.1.0,1:21.4.0,1:22.2.0,1:22.3.0,1:22.6.0,1:23.1.0,1:23.2.0,1:23.3.0,1:24.3.0,1:24.5.0,1:25.1.0,1:25.2.0,1:25.3.0,1:25.4.0,1:25.6.0,1:26.1.0,1:26.4.0,1:26.6.0,1:27.4.0,1:27.6.0,1:28.1.0,1:28.2.0,1:28.3.0,1:28.4.0,1:28.5.0,1:29.1.0,1:29.2.0,1:29.3.0,1:29.6.0,1:30.1.0,1:30.2.0,1:30.3.0,1:30.6.0,1:31.3.0,1:31.5.0,1:32.3.0,1:33.1.0,1:33.2.0,1:33.3.0,1:34.5.0,1:34.6.0,1:35.1.0,1:35.2.0,1:36.3.0,1:36.5.0,1:36.6.0,1:37.1.0,1:37.2.0,1:37.3.0,1:37.4.0,1:38.1.0,1:38.2.0,1:38.5.0,1:39.2.0,1:39.5.0,1:39.6.0,1:40.4.0,1:40.6.0,1:41.3.0,1:42.1.1,1:42.2.0,1:43.3.0,1:43.4.0,1:43.6.0,1:44.3.0,1:44.5.0,1:45.3.0,1:45.4.0,",BAT,BAT(Dilshan)
26,505528,m5,the hundred,1:30.3.0,BALL,"BALL(Dilshan, SCORE, 100, ?)"
26,505528,m6,Dilshan's batting,"1:0.6.0,1:1.1.0,1:1.2.0,1:1.3.0,1:1.4.0,1:1.5.0,1:1.6.0,1:2.4.0,1:2.5.0,1:2.6.0,1:3.3.0,1:4.1.0,1:4.2.0,1:4.4.0,1:4.5.0,1:4.6.0,1:5.6.0,1:6.3.0,1:6.4.0,1:6.4.1,1:6.5.0,1:6.6.0,1:7.2.0,1:8.2.0,1:8.3.0,1:8.4.0,1:8.5.0,1:9.1.0,1:10.1.0,1:10.3.0,1:10.4.0,1:10.5.0,1:10.6.0,1:11.1.0,1:11.2.0,1:11.5.0,1:13.1.0,1:13.6.0,1:14.1.0,1:14.2.0,1:14.3.0,1:14.4.0,1:14.5.0,1:14.6.0,1:15.1.0,1:15.2.0,1:15.3.0,1:15.4.0,1:15.5.0,1:15.6.0,1:16.1.0,1:16.2.0,1:16.6.0,1:17.1.0,1:17.2.0,1:17.6.0,1:18.1.0,1:18.2.0,1:18.3.0,1:18.4.0,1:19.2.0,1:19.3.0,1:20.3.0,1:20.5.0,1:21.1.0,1:21.4.0,1:22.2.0,1:22.3.0,1:22.6.0,1:23.1.0,1:23.2.0,1:23.3.0,1:24.3.0,1:24.5.0,1:25.1.0,1:25.2.0,1:25.3.0,1:25.4.0,1:25.6.0,1:26.1.0,1:26.4.0,1:26.6.0,1:27.4.0,1:27.6.0,1:28.1.0,1:28.2.0,1:28.3.0,1:28.4.0,1:28.5.0,1:29.1.0,1:29.2.0,1:29.3.0,1:29.6.0,1:30.1.0,1:30.2.0,1:30.3.0,1:30.6.0,1:31.3.0,1:31.5.0,1:32.3.0,1:33.1.0,1:33.2.0,1:33.3.0,1:34.5.0,1:34.6.0,1:35.1.0,1:35.2.0,1:36.3.0,1:36.5.0,1:36.6.0,1:37.1.0,1:37.2.0,1:37.3.0,1:37.4.0,1:38.1.0,1:38.2.0,1:38.5.0,1:39.2.0,1:39.5.0,1:39.6.0,1:40.4.0,1:40.6.0,1:41.3.0,1:42.1.1,1:42.2.0,1:43.3.0,1:43.4.0,1:43.6.0,1:44.3.0,1:44.5.0,1:45.3.0,1:45.4.0,",BAT,BAT(Dilshan)
26,505528,m7,in just three overs snapped up figures of 4 for 4,"2:27.1.0,2:27.2.0,2:27.3.0,2:27.4.0,2:27.5.0,2:27.6.0,2:29.1.0,2:29.2.0,2:29.3.0,2:29.4.0,2:29.5.0,2:29.6.0,2:37.1.0,2:37.2.0,2:37.3.0,2:37.4.0,2:37.5.0,2:37.6.0,",BOWL,BOWL(Dilshan)
26,505528,m8,He was even on a hat-trick at one point,2:29.5.0,DROPPED,2:29.5.0
26,505528,m9,would have got it had Mahela Jayawardene held on to a tough catch from Graeme Cremer at slip.,2:29.5.0,DROPPED,2:29.5.0
26,505528,m10,Tillakaratne Dilshan's 144,"1:0.6.0,1:1.1.0,1:1.2.0,1:1.3.0,1:1.4.0,1:1.5.0,1:1.6.0,1:2.4.0,1:2.5.0,1:2.6.0,1:3.3.0,1:4.1.0,1:4.2.0,1:4.4.0,1:4.5.0,1:4.6.0,1:5.6.0,1:6.3.0,1:6.4.0,1:6.4.1,1:6.5.0,1:6.6.0,1:7.2.0,1:8.2.0,1:8.3.0,1:8.4.0,1:8.5.0,1:9.1.0,1:10.1.0,1:10.3.0,1:10.4.0,1:10.5.0,1:10.6.0,1:11.1.0,1:11.2.0,1:11.5.0,1:13.1.0,1:13.6.0,1:14.1.0,1:14.2.0,1:14.3.0,1:14.4.0,1:14.5.0,1:14.6.0,1:15.1.0,1:15.2.0,1:15.3.0,1:15.4.0,1:15.5.0,1:15.6.0,1:16.1.0,1:16.2.0,1:16.6.0,1:17.1.0,1:17.2.0,1:17.6.0,1:18.1.0,1:18.2.0,1:18.3.0,1:18.4.0,1:19.2.0,1:19.3.0,1:20.3.0,1:20.5.0,1:21.1.0,1:21.4.0,1:22.2.0,1:22.3.0,1:22.6.0,1:23.1.0,1:23.2.0,1:23.3.0,1:24.3.0,1:24.5.0,1:25.1.0,1:25.2.0,1:25.3.0,1:25.4.0,1:25.6.0,1:26.1.0,1:26.4.0,1:26.6.0,1:27.4.0,1:27.6.0,1:28.1.0,1:28.2.0,1:28.3.0,1:28.4.0,1:28.5.0,1:29.1.0,1:29.2.0,1:29.3.0,1:29.6.0,1:30.1.0,1:30.2.0,1:30.3.0,1:30.6.0,1:31.3.0,1:31.5.0,1:32.3.0,1:33.1.0,1:33.2.0,1:33.3.0,1:34.5.0,1:34.6.0,1:35.1.0,1:35.2.0,1:36.3.0,1:36.5.0,1:36.6.0,1:37.1.0,1:37.2.0,1:37.3.0,1:37.4.0,1:38.1.0,1:38.2.0,1:38.5.0,1:39.2.0,1:39.5.0,1:39.6.0,1:40.4.0,1:40.6.0,1:41.3.0,1:42.1.1,1:42.2.0,1:43.3.0,1:43.4.0,1:43.6.0,1:44.3.0,1:44.5.0,1:45.3.0,1:45.4.0,",BAT,BAT(Dilshan)
26,505528,m11,missing the hat-trick was concerned,2:29.5.0,DROPPED,2:29.5.0
26,505528,m12,"Jayawardene, who dropped the catch on the hat-trick ball",2:29.5.0,DROPPED,2:29.5.0
26,505528,m13,had taken a stunner the previous ball,2:29.4.0,OTHERS,2:29.4.0
26,505528,m14,Mahela's dropped catch,2:29.5.0,DROPPED,2:29.5.0
26,505528,m15,He created a great catch before that and made it a hat-trick ball,2:29.4.0,OTHERS,2:29.4.0
26,505528,m16,he was dismissed,1:45.4.0,OUT,OUT(Dilshan)
